#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
4592517_0_A3PILUAB7LZGWQ	children could be afforded a mid-day nap were the day lengthened	children wouldn't be afforded a mid-day nap were the day lengthened	1	My children's schooldays are too long to keep their attention.	School day should not be longer	Should the School Day Be Longer?	While more time in the classroom may benefit children from disadvantaged backgrounds, is it right for everyone?
2701138_335_A34QZDSTKZ3JO9	students might not be exposed to cultures in a variety of other ways	students are exposed to cultures in a variety of other ways	0	Humanities courses ensure students are exposed to other cultures.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
12012725_373_A1DJNUJZN8FE7N	the turnaround is so large	the turnaround is so small	0	Because of tenure, only a very small number of teachers are fired for cause.	Tenure protects bad teachers	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
2654957_283_A34QZDSTKZ3JO9	companies that make gas powered cars cannot fight them	companies that make gas powered cars will fight them	0	The cost efficiency of electric cars will make gasoline powered vehicles go away	Electric cars will succeed	Will Electric Cars Finally Succeed?	Are plug-in cars the future, or will high cost and other technologies eclipse their promise?
9830834_0_A2G30CUMM6UXG5	is a lack of evidence of chemical attacks from it's own government	is plenty of evidence of chemical attacks from it's own government	1	The US (not alone) with our allies will have to do something IF there's enough solid evidence of Syrian government using chemical weapons against its own people.	US should attack Syria	Is an Attack on Syria Justified?	Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons?
5382541_184_A1CF6U3GF7DZEJ	it won't appeal to car crazy Californians	it will appeal to car hating crazy Californians	1	A rail provides connections and efficiency.	California needs high-speed rail	Does California Need High-Speed Rail?	Some say the state can't afford to build a rail line from Los Angeles to San Francisco. But maybe it can't afford not to.
2699604_345_A1CF6U3GF7DZEJ	such appreciation is tangential to our current world	such appreciation is integral to our current world	1	Humanities help students to appreciate early teachings of Greeks and Romans.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
2264964_161_A104V8NZIQFN2F	skilled teachers only manipulate students more	skilled teachers only encourage students more	1	TFA does not provide skilled teachers to students.	TFA has not raised the status of teachers	Teaching: The Passion and the Profession	Has Teach for America raised the status of public school teachers?
2852843_141_A2JKETV64OU7DY	their lives are always monitored and they have a status or celebrity and royalty	their lives aren't monitored even though they have a status of celebrity and royalty	1	Kate and William appear to have a normal, modern relationship that does not seem to be threatened by outsiders.	Royal Couple could be a modern family	Can a Royal Couple Be a Modern Family?	The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife.
4594455_0_A3PILUAB7LZGWQ	parents are absent much of the time	parents are at home much of the time	1	It is not the job of a public school teacher to raise children - that is the parents' job.	School day should not be longer	Should the School Day Be Longer?	While more time in the classroom may benefit children from disadvantaged backgrounds, is it right for everyone?
5061566_95_AE861G0AY5RGT	those other sources don't have the same books of Amazon	those other sources have the same books of Amazon	1	The Kindle requires you to buy ebooks only from Amazon, instead of other sources.	Amazon will kill off publishers	Will Amazon Kill Off Publishers?	What happens when more writers have the option of a one-stop shop: agent, publisher and bookseller.
3124188_719_AE861G0AY5RGT	new yorkers were unable to bike to work and play before the introduction of bike lanes	new yorkers were able to bike to work and play before the introduction of bike lanes	0	I'm still able to bike to work.	New York's bike lanes are working	Are New York's Bike Lanes Working?	Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far?
4366654_0_A1HKYY6XI2OHO1	robots aren't enough to do all the tasks on the farm	robots are enough to do all the tasks on the farm	1	Farms should use mechanization to reduce costs.	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor?	If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables?
9853355_102_A24XBVPC9MYJVX	too much experience may make teachers set in their ways and not open to fresh ideas, hiring new teachers might be a better decision.	too much experience does not make teachers set in their ways and not open to fresh ideas, hiring new teachers might not be a better decision.	1	Teachers become better and more consistent with more experience.	Teachers need to have experience	Do Teachers Need to Have Experience?	Many charter schools rely on young inexperienced, but motivated, people who quit after a few years. Is that a good idea?
5377578_77_A1OYYWJ2B7OQTD	California really is running out of transportation options	California isn't really running out of transportation options	1	I don't think there will be enough passengers to make a high-speed rail economic.	California doesn't need high-speed rail	Does California Need High-Speed Rail?	Some say the state can't afford to build a rail line from Los Angeles to San Francisco. But maybe it can't afford not to.
9419257_180_A104V8NZIQFN2F	having children should not be a sacrifice	having children should be a sacrifice	0	Fertility treatments took a toll on me personally and professionally.	Women should not delay motherhood	Should Women Delay Motherhood?	Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond?
13653112_150_A1CF6U3GF7DZEJ	it is not the only secret agency we have	it is the only secret agency we have	0	The CIA is not very secretive which makes them ineffective.	We don't need the C.I.A.	Do We Need the C.I.A.?	Would the security needs of the United States be better served if the agency were dismantled?
6104729_65_A1LZPWVZRTUZD0	these fees are the only way that banks stay afloat	these fees aren't the only way that banks stay afloat	1	Accounts should not be listed as free, when they include hidden fees.	Fees should be more regulated	Are Banks Making Too Much Money From Fees?	Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy?
6812058_695_A104V8NZIQFN2F	athletes don't break the rules by doping	athletes break the rules by doping	0	It is their own discretion if they want to take drugs that will affect only themselves in the long run.	Doping should be allowed	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?
3176054_0_A1CF6U3GF7DZEJ	homeschooling does not relieve public school overcrowding	homeschooling relieves public school overcrowding	0	Homeschooling is a choice.	Home schoolers do not deserve a tax break	Do Home Schoolers Deserve a Tax Break?	Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress?
9417806_386_A2GHGJP29KRWOQ	People are living into their 70's and 80's	even though people are living into their 70's and 80's	1	Kids wish to know their grandparents.	Women should not delay motherhood	Should Women Delay Motherhood?	Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond?
2326100_375_A1CF6U3GF7DZEJ	internet gambling will definitely not exploit	internet gambling will definitely exploit	0	We want the US to regulate so people will not be exploited.	Internet gambling should be legalized	Should Internet Gambling Be Legalized?	The potential boon for cash-strapped states versus the social costs associated with addiction.
5373584_295_A3PILUAB7LZGWQ	California is already on the verge of an abundance of funds today	California is already on the verge of bankruptcy today	0	High speed rail in California would be a boost to a busy rail corridor and show the rest of the US how to implement their own.	California needs high-speed rail	Does California Need High-Speed Rail?	Some say the state can't afford to build a rail line from Los Angeles to San Francisco. But maybe it can't afford not to.
10099723_83_A34QZDSTKZ3JO9	the situations are working	the situations aren't working	0	It's the best we could do with circumstances aren't likey to change soon.	Obamacare is working	Is Obamacare Working?	The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access?
2323212_234_A1DJNUJZN8FE7N	many families don't have enough money to waste	families that waste their money don't deserve said money	0	The lottery and gambling and harmful to individuals and families that waste their money on them.	Internet gambling should not be legalized	Should Internet Gambling Be Legalized?	The potential boon for cash-strapped states versus the social costs associated with addiction.
2567078_365_AYFOAD75CRBKE	they hold a public office	they don't hold a public office	1	Although the speech is hateful, off duty actions cannot be considered to fire someone.	Speech cannot be limited for public workers	Can Speech Be Limited for Public Workers?	Should a New Jersey transit worker be fired for burning a Koran in his off-duty hours?
11411383_255_A1DJNUJZN8FE7N	it's my goal to harm all children	it's not my goal to harm all children	1	Vaccination does more harm than good.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
4367203_79_A2GHGJP29KRWOQ	the price to harvest trees mechanically isn't too high	the price to harvest trees mechanically is still too high	0	Growers could replant mechanically harvestable trees.	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor?	If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables?
5447986_0_AA7ASGQEOMKEZ	'worthiness' is a valid form of payment	'worthiness' is not a valid form of payment	0	Internships permit students to work for free in order to prove that the student is worthy of future, paid work.	Unpaid internship doesn't exploit college students	Do Unpaid Internships Exploit College Students?	Should the government get tough to protect unpaid interns, or are internships a win-win?
9312464_700_A104V8NZIQFN2F	servers will make more than minimum wage regardless of tipping	servers will make more than minimum wage only when they are tipped	0	This would allow for worker to have higher wages.	Not to tip	To Tip or Not to Tip	Should restaurants do away with tipping?
9419257_10_A34QZDSTKZ3JO9	IVF is available to some	IVF isn't available to some	1	Many young women don't realize the difficulties of IVF.	Women should not delay motherhood	Should Women Delay Motherhood?	Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond?
6066271_10_AB98SGS280TY5	prostitution doesn't always have to be a dangerous job	prostitution will always be a dangerous job	0	Workers in legal brothels are safe and there by choice where violence and abuse are minimized.	Prostitution is safer when it's legal	Is Prostitution Safer When It's Legal?	Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain?
8892337_0_A3C9GGDXBZW62D	students should feel important	students shouldn't feel important	0	I have poor handwriting and  mainly use technology but cursive writing still feels important to me.	Students should be taught cursive	Is Cursive Dead?	New public school curriculum standards in the U.S. do not require the teaching of cursive. But should students be taught it anyway?
3170953_334_A1I4CYG5YDFTYM	public schools don't get money for educating children, home schooling is an alternative method that deserves equal funding	public schools get money for educating children, home schooling is an alternative method that deserves equal funding	0	Favoritism should not be granted to a few who school their children at home, jeopardizing the education of the public.	Home schoolers do not deserve a tax break	Do Home Schoolers Deserve a Tax Break?	Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress?
2700020_649_A3C9GGDXBZW62D	doing important things is practical	doing important things is not practical	0	Understanding other culture is more important now than ever before.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
9841537_340_A34QZDSTKZ3JO9	self-defense gives the US a good reason	self-defense doesn't give the US a good reason	1	It is illegal to attack a country except in self-defense.	US should not attack Syria	Is an Attack on Syria Justified?	Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons?
6003165_166_A34QZDSTKZ3JO9	we can't learn healthy habits ourselves	we can learn healthy habits ourselves	0	We can learn healthy habits to defend against the marketing of the food industrial complex.	We need more advice about eating well	Do We Need More Advice About Eating Well?	Maybe Americans would be healthier if we understood nutrition better. Or maybe we know enough, and eat poorly for other reasons.
7950152_326_A34QZDSTKZ3JO9	libraries are only an addition to the community	libraries are more than just an addition to the community	1	Libraries are a wise addition.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
3127716_968_A1HKYY6XI2OHO1	the accidents the lanes are causing are not sufficient for keeping first responders employed	the accidents the lanes are causing are keeping first responders employed	0	New York's bike lanes are causing many accidents and injuries, the project was wasteful and not well planned.	New York's bike lanes are not working	Are New York's Bike Lanes Working?	Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far?
2701458_582_A1LZPWVZRTUZD0	most university students don't have access to the internet	most university students have access to the internet	1	The internet provides this kind of information for free.	Colleges do not need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
6995121_203_AE861G0AY5RGT	the money spent on support Israel will not be returned once Israel is politically sound	the money spent on support Israel will be returned once Israel is politically sound	0	Israel is costing the US money and international reputation.	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility?	Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East?
8390305_345_APW9F8OTJ4KXO	many private preschool programs are available and offer their own funding assistance without taking money from the taxpayer	few private preschool programs are available and offer their own funding assistance without taking money from the taxpayer	1	These preschools will benefit the lower middle class too who do not get free childcare programs, so their children won't be left out and fall behind.	Public preschool is a smart investment	Is Public Preschool a Smart Investment?	Would quality child care that included a preschool curriculum be a better national goal?
7952666_625_A2QVMCGDLTWV9	information is not readily available elsewhere	information is more readily available elsewhere	0	Libraries have always been about making information available to all people.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
7951527_444_A1DJNUJZN8FE7N	community focal points tend to create havens for children	community focal points tend to create drug havens	0	A proper library should be a focal point for it's community.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
2700850_116_A34QZDSTKZ3JO9	humanity programs don't teach how to think critically	humanity programs teach how to think critically	1	Students need to think critically and outside of conventional ideas.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
11404170_84_AE861G0AY5RGT	no one cares for the first amendment	everyone cares for the first amendment	1	Not vaccinating endangers the public and violates the establishment clause of the first amendment.	Vaccination should be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
2699604_345_A34QZDSTKZ3JO9	people should learn about Greeks and Romans	people don't need to learn about Greeks and Romans	0	Humanities help students to appreciate early teachings of Greeks and Romans.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
7952064_230_A104V8NZIQFN2F	libraries are a social place	libraries are a place to be quiet not socialize	0	Some people like a social place to read.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
10945584_337_A1I4CYG5YDFTYM	most banks are not more careful after learning from the 2008 recession and have not learned how to handle themselves better	most banks are more careful after learning from the 2008 recession and have learned how to handle themselves better	0	JPM didn't control it's traders or know what they were doing.	Big banks are out of control	Are Big Banks Out of Control?	Does the lack of legal compliance that have cost banks billions in fines show that some have gotten too big to manage properly?
12013086_330_A1HKYY6XI2OHO1	teachers are paid low salaries for a reason	teachers are paid low salaries for no reason	1	The security of tenure is necessary to compensate for the low salary of teachers.	Tenure provides stability	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
4969473_87_A1DJNUJZN8FE7N	it doen't take time for them to care for themselves	it takes time for them to care for themselves	0	Obese individuals should care for themselves both for their own health and the economic burden on society as a whole.	Legislation should not protect obese	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?
2264065_190_A1LZPWVZRTUZD0	TFA has elevated the public perception of these teaching positions	TFA has done nothing to elevate the public perception of these teachers	0	TFA has made teaching positions something that the best and brightest are in competition for.	TFA has raised the status of public teachers	Teaching: The Passion and the Profession	Has Teach for America raised the status of public school teachers?
2701458_582_A247LJDZOGXJK6	students don't spend enough productive time on the internet	students spend enough productive time on the internet	1	The internet provides this kind of information for free.	Colleges do not need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
3285182_74_APW9F8OTJ4KXO	junk will always be available and not all consumers have access to a Walmart	junk may not always be available and all consumers have access to a Walmart	1	Wal-Mart is doing well for trying to help consumers eat better.	Wal-Mart can make us healthier	Can Wal-Mart Make Us Healthier?	How the company's plan to cut salt, sugar and fat from its food might affect our diets.
9950396_0_A34QZDSTKZ3JO9	the chef may not season the food reasonably	the chef will season the food reasonably	0	The chef can't know how each person wants their food seasoned.	Salt should have a place at the table	Should Salt Have a Place at the Table?	More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying.
7049483_32_AE861G0AY5RGT	the spouse will be influential in the direction of the US	the spouse will not be influential in the direction of the US	0	The spouses are a reflection of the strength of the candidate, by how they chose to marry the candidate.	We need to hear from candidate's spouse	Do We Need to Hear From the Candidate's Spouse?	What role should spouses of the nominees play at conventions? Is it appropriate (or useful) for them to give speeches?
7948878_0_AA7ASGQEOMKEZ	there will still be a reason to have libraries at that point	there will be no point in having libraries at that point	0	It will be sad when libraries become only access points for the Internet.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
7951873_50_A104V8NZIQFN2F	it is not more important to fix public roads	it is more important to fix public roads	0	I use the library often and it would negatively impact the community to lose these resources.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
5612224_338_A3TKD7EJ6BM0M5	common sense does not equate to intelligence	common sense equates to intelligence	1	People today lack common sense that cannot be taught.	People are getting dumber	Are People Getting Dumber?	Sometimes when you turn on the TV, it's hard not to wonder: Is humanity devolving?
7528422_0_A247LJDZOGXJK6	states cannot better plan for the type of disasters that would affect their area	each state can better plan for the type of disasters that would affect their area	0	Disasters can strike at anytime in the USA so a government program is needed.	We need FEMA	Do We Really Need FEMA?	Should the states, or private companies, take over FEMA's responsibilities for emergency response.
8828822_204_A104V8NZIQFN2F	we don't need more research and education	we need more research and education	1	If they didn't have to spend money on competitive sports it could be spent on research and education.	Drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs?
2700862_1163_AE861G0AY5RGT	education is about learning in preparation for employment and enrichment	education is about learning in preparation for employment and not enrichment	0	Humanities programs are meant to enrich everyone.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
11917910_687_A1DJNUJZN8FE7N	their job is pretty useless already	their job is pretty useful	1	Mandatory reports would make a psychotherapists job useless.	No, the laws should not be toughened	Can Therapists Prevent Violence?	Do laws regarding mental health professionals' duty to warn authorities of a threat need to be toughened to make them more effective?
6516554_448_A1LZPWVZRTUZD0	respecting your child's choices is more difficult when you track them	respecting your child's choices is easier when you can track them	0	If you do not respect your child's choices while providing parental support then they will not be successful.	Tracking kids invades privacy	You Can Track Your Kids. But Should You?	When does monitoring your children through technology cross the line into invasion of privacy?
11408115_0_APW9F8OTJ4KXO	vaccine allergies do exist in some children, it cannot be universally mandated	vaccine allergies only exist in some children, it can be universally mandated	1	The only acceptable exemption should be a legitimate medical reason, such as a vaccine allergy.	Vaccination should be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
9953236_117_A34QZDSTKZ3JO9	salt should only be used after exercise	salt should not only be used after exercise	1	Salt is useful for replacing electrolytes lost through exercise.	Salt should have a place at the table	Should Salt Have a Place at the Table?	More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying.
11666716_0_A34QZDSTKZ3JO9	race is just one factor	race is an important issue	0	Socioecomonics should play a higher role in college admissions instead of race.	Affirmative actions should be based on income	Should Affirmative Action Be Based on Income?	Will the Supreme Court decision on race-based preferences push colleges to resort to less effective methods to promote to diversity?
9419257_10_A1DJNUJZN8FE7N	motherhood is a good experience	the best way to realize is through experience	0	Many young women don't realize the difficulties of IVF.	Women should not delay motherhood	Should Women Delay Motherhood?	Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond?
8391093_336_A1LZPWVZRTUZD0	non-academic skills can be taught more rigorously and for free in the home	non-academic skills cannot be taught more rigorously and for free in the home	1	It gives all children a head start on non-academic skills.	Public preschool is a smart investment	Is Public Preschool a Smart Investment?	Would quality child care that included a preschool curriculum be a better national goal?
4366654_0_A34QZDSTKZ3JO9	machines break less than people	machines break and people don't	0	Farms should use mechanization to reduce costs.	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor?	If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables?
8892337_317_APW9F8OTJ4KXO	we want students thinking all the time	we don't want students thinking too much or they might rebel	0	Writing cursive can stimulate thinking.	Students should be taught cursive	Is Cursive Dead?	New public school curriculum standards in the U.S. do not require the teaching of cursive. But should students be taught it anyway?
12534617_60_A1HKYY6XI2OHO1	technology always catches up and passes current limitations	technology seldom catches up and passes current limitations	1	3-D printing cannot use many of the raw materials presently used in manufacturing.	3-D printing will not change the world	Will 3-D Printing Change the World?	For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.
10948971_587_AE861G0AY5RGT	the banks will use the subsides given by the government to ensure their future and growth which are good for the economy	the banks will use the subsides given by the government to ensure their future and growth which are bad for the economy	1	Big banks will only look out for themselves and then drain the government when they fail.	Big banks are out of control	Are Big Banks Out of Control?	Does the lack of legal compliance that have cost banks billions in fines show that some have gotten too big to manage properly?
8390305_86_A104V8NZIQFN2F	small children have no reason to be mature and should have fun	small children have every reason to be mature	1	Even if there is no instruction preschool helps children mature.	Public preschool is a smart investment	Is Public Preschool a Smart Investment?	Would quality child care that included a preschool curriculum be a better national goal?
6814608_150_AE861G0AY5RGT	all athletes already take performance enhancing drugs	not all athletes take performance enhancing drugs	1	If performance enhancing drugs are allowed it will be unfair to those not interested in taking them.	Doping should not be allowed	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?
11417696_0_A1CF6U3GF7DZEJ	our population is not dying off despite the risks	our population will start dying off because of the risks	1	Doctors advocate for vaccines even though they know they carry risks.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
9183882_288_A34QZDSTKZ3JO9	people usually don't patent their own genes	people usually have defacto patents of their own genes	1	Genes belong to the people they are inside of.	Companies shouldn't be allowed to patent genes	Can the Human Blueprint Have Owners?	Should companies be allowed to patent genes?
5905284_0_A104V8NZIQFN2F	construction jobs don't pay very well	construction jobs pay well	0	These games really only serve as a frivolous event that benefits construction companies with connections.	Olympics are more trouble	Are the Olympics More Trouble Than They're Worth?	London and Rio de Janeiro saw the Games as an opportunity. But will the cities change for the better, and at what cost?
9308366_0_A1I4CYG5YDFTYM	the US runs similarly and they should make minimum wage	the US runs differently and they make less than half minimum wage	0	In other parts of the world, including Japan, Europe, and New Zealand, restaurant employees earn a living wage and aren't dependent on patrons' tips.	Not to tip	To Tip or Not to Tip	Should restaurants do away with tipping?
2699299_188_A34QZDSTKZ3JO9	all students will work in the global economy in some way	some students won't work in the global economy	0	The humanities are important for developing a student's creative and critical thinking which are important skills for succeeding in a global economy.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
6949832_322_AYFOAD75CRBKE	supporting them helps US interests too	supporting them does not help US interests	1	American foreign policy needs to serve American interests, not AIPAC or the Jewish state's paranoid pursuit of apartheid empire in the Mideast.	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility?	Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East?
6066271_278_A1CF6U3GF7DZEJ	happy hookers are at reduced risk	even happy hookers are at risk	0	Working in a legal brothel makes prostitutes happier.	Prostitution is safer when it's legal	Is Prostitution Safer When It's Legal?	Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain?
13652278_0_APW9F8OTJ4KXO	we depend too much on the CIA for this, we don't need to shift terrorism prevention duties to other departments	we depend too much on the CIA for this, we need to shift terrorism prevention duties to other departments	0	Without the CIA, there would be more terrorism on US soil.	We need the C.I.A.	Do We Need the C.I.A.?	Would the security needs of the United States be better served if the agency were dismantled?
7968413_132_A34QZDSTKZ3JO9	people like to post mean comments on private moments	people like to comment on private moments	0	Private moments are now publicized where anybody can comment.	Social media ruin romance	Has Facebook Ruined Love?	Are tweets, status updates and tagged photographs encouraging romance or ruining it?
6953215_156_A24XBVPC9MYJVX	the U.S. acts humanely, we can teach Israel how to also act humanely.	the U.S. acts humanely, but we can't be responsible to teach Israel how to also act humanely.	1	Israel is acting inhumane.	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility?	Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East?
6022867_0_A34QZDSTKZ3JO9	people in general all need veggies	people in general don't all eat veggies	1	Diet is particular to the individual, each person needs to decide what works best for them.	Veganism is not good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
7955845_741_A1DJNUJZN8FE7N	the soul and minds of people are insatiable	the soul and minds of people are in need of constant growth	1	Libraries are needed more than ever to feed the soul and minds of people.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
3123867_377_A104V8NZIQFN2F	cyclists will either learn to follow the road rules or get hit by cars	cyclists will not learn to either follow the road rules or get hit by cars	1	Assumption is that cyclists will ignore traffic lights at intersections and endanger pefestrians.	New York's bike lanes are not working	Are New York's Bike Lanes Working?	Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far?
2699263_426_APW9F8OTJ4KXO	interested parties can learn about other cultures and languages outside of university	interested parties cannot easily learn about other cultures and languages outside of university	1	I have broadened the scope of my knowledge to include issues relating to North African, West African, and Carribbean peoples.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
11404549_402_AA7ASGQEOMKEZ	the risk of vaccine injuries is much high than the risk of disease	the risk of vaccine injuries is much lower than the risk of disease	0	Some are not willing to take the risk of vaccine injuries.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
8829168_82_AE861G0AY5RGT	sports is the best way to learn to condition yourself	sports is the worst way to learn to condition yourself	1	Campuses should focus more on teaching stretching and personal conditioning than sports.	Drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs?
3637150_168_AE861G0AY5RGT	the republicans returned all of the money	the republicans kept all of the money	1	Due to a lack of oversight billions of taxpayer dollars were awarded to corporations linked to republicans.	Privatization is a bad deal for cities and states	Is Privatization a Bad Deal for Cities and States?	To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.
4859942_157_AA7ASGQEOMKEZ	a legal mandate is not a superficial reason	a legal mandate is a superficial reason	1	I don't think people should be voting if they are voting for superficial reasons.	Voting should not be mandatory	Should Voting Be Mandatory?	Or are there already too many people casting ballots?
13657334_419_A34QZDSTKZ3JO9	they have experience in criminal activity	they don't have enough experience in criminal activity	1	The CIA has historically been involved in war crimes and torture.	We don't need the C.I.A.	Do We Need the C.I.A.?	Would the security needs of the United States be better served if the agency were dismantled?
7326661_150_A1CF6U3GF7DZEJ	it matters a lot if the arts are accountable, as they affect the real world	it does not matter if the arts are accountable as they do not affect the real world	0	Critics bring accountability and measurement to the arts.	We need professional critics	Do We Need Professional Critics?	Can professional criticism stay relevant in a media landscape overflowing with opinions?
4966919_863_A34QZDSTKZ3JO9	the people have don't mental problems	the people have mental problems	0	These people have self induced problems that over rule any of their intellect.	Legislation should not protect obese	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?
6812570_755_AYFOAD75CRBKE	sports can be divided into groups	sports cannot be divided into groups	1	Allowing these drugs would create a larger gap between wealthier players and those who are less so.	Doping should not be allowed	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?
8837139_0_AE861G0AY5RGT	the threat of being dropped from athletic programs inspires students to improve in their academics	the threat of being dropped from athletic programs doesn't inspire students to improve in their academics	1	Sports in college are extraneous and have inappropriate impact on academic issues.	Drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs?
6539424_471_A1I4CYG5YDFTYM	there are not many other ways to show children they are loved	there are many other ways to show children they are loved	0	If you do not vacation with children, it could lead them to believe that they are not loved by their parents.	Parents should make vacation with kids	Are Family Vacations Worth It?	Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids?
6102894_256_AB98SGS280TY5	banks often gain funds	banks often lose funds	0	Banks are making more money with services than though offering basic services to the community.	Fees should be more regulated	Are Banks Making Too Much Money From Fees?	Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy?
11967782_364_A104V8NZIQFN2F	my stock portfolio is not heavily invested in the prison system	my stock portfolio is heavily invested in the prison system	0	Ending the prohibition on marijuana would ensure that fewer citizens are unfairly jailed.	Colorado didn't go too far with pot	Did Colorado Go Too Far With Pot?	Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach?
